time_s,device_time_s,system_time_s,gaze_x,gaze_y,valid,left_gaze_x,left_gaze_y,right_gaze_x,right_gaze_y,left_valid,right_valid,pupil_left,pupil_right,source_device,raw_gaze_x,raw_gaze_y,raw_cx,raw_cy,coordinate_space
0.0,,,,,0,,,,,,,,,SYNTHETIC_GP3,,,0.85,0.15,normalised
0.0166666666666666,,,0.8529622851341531,0.1495730633108991,1,,,,,,,,,SYNTHETIC_GP3,0.8529622851341531,0.1495730633108991,0.85,0.15,normalised
0.0333333333333333,,,0.8444146946016037,0.1423702638466484,1,,,,,,,,,SYNTHETIC_GP3,0.8444146946016037,0.1423702638466484,0.85,0.15,normalised
0.05,,,0.8575830868404347,0.1452651912913455,1,,,,,,,,,SYNTHETIC_GP3,0.8575830868404347,0.1452651912913455,0.85,0.15,normalised
0.0666666666666666,,,0.8545531789637129,0.1530649822161444,1,,,,,,,,,SYNTHETIC_GP3,0.8545531789637129,0.1530649822161444,0.85,0.15,normalised
0.0833333333333333,,,0.8508318100591226,0.1553783277074157,1,,,,,,,,,SYNTHETIC_GP3,0.8508318100591226,0.1553783277074157,0.85,0.15,normalised
0.1,,,0.8507522026872393,0.150829360388409,1,,,,,,,,,SYNTHETIC_GP3,0.8507522026872393,0.150829360388409,0.85,0.15,normalised
0.1166666666666666,,,0.8532153414711152,0.1496086043237217,1,,,,,,,,,SYNTHETIC_GP3,0.8532153414711152,0.1496086043237217,0.85,0.15,normalised
0.1333333333333333,,,0.8509293587911826,0.1476501286010807,1,,,,,,,,,SYNTHETIC_GP3,0.8509293587911826,0.1476501286010807,0.85,0.15,normalised
0.15,,,0.8510963645553471,0.1493871640671348,1,,,,,,,,,SYNTHETIC_GP3,0.8510963645553471,0.1493871640671348,0.85,0.15,normalised
0.1666666666666666,,,0.8548802712800364,0.1491032085487666,1,,,,,,,,,SYNTHETIC_GP3,0.8548802712800364,0.1491032085487666,0.85,0.15,normalised
0.1833333333333333,,,0.854058820823095,0.1501879176476735,1,,,,,,,,,SYNTHETIC_GP3,0.854058820823095,0.1501879176476735,0.85,0.15,normalised
0.2,,,0.8517434882574633,0.145769875072603,1,,,,,,,,,SYNTHETIC_GP3,0.8517434882574633,0.145769875072603,0.85,0.15,normalised
0.2166666666666666,,,0.8516580937472565,0.1497348749934607,1,,,,,,,,,SYNTHETIC_GP3,0.8516580937472565,0.1497348749934607,0.85,0.15,normalised
0.2333333333333333,,,0.8526436652906626,0.1433627135517105,1,,,,,,,,,SYNTHETIC_GP3,0.8526436652906626,0.1433627135517105,0.85,0.15,normalised
0.25,,,0.8495439264219243,0.1425722795644761,1,,,,,,,,,SYNTHETIC_GP3,0.8495439264219243,0.1425722795644761,0.85,0.15,normalised
0.2666666666666666,,,0.8503849989413749,0.1534185719836895,1,,,,,,,,,SYNTHETIC_GP3,0.8503849989413749,0.1534185719836895,0.85,0.15,normalised
0.2833333333333333,,,0.8541930407208257,0.1608908566233927,1,,,,,,,,,SYNTHETIC_GP3,0.8541930407208257,0.1608908566233927,0.85,0.15,normalised
0.3,,,0.8514780688274365,0.1497058830376837,1,,,,,,,,,SYNTHETIC_GP3,0.8514780688274365,0.1497058830376837,0.85,0.15,normalised
0.3166666666666666,,,0.846502295297293,0.1491457143298156,1,,,,,,,,,SYNTHETIC_GP3,0.846502295297293,0.1491457143298156,0.85,0.15,normalised
0.3333333333333333,,,0.8500908851214671,0.1543749934098793,1,,,,,,,,,SYNTHETIC_GP3,0.8500908851214671,0.1543749934098793,0.85,0.15,normalised
0.35,,,0.8546264864211741,0.1436322747174041,1,,,,,,,,,SYNTHETIC_GP3,0.8546264864211741,0.1436322747174041,0.85,0.15,normalised
0.3666666666666666,,,0.8510708689116668,0.1426817965920116,1,,,,,,,,,SYNTHETIC_GP3,0.8510708689116668,0.1426817965920116,0.85,0.15,normalised
0.3833333333333333,,,0.8514050687590546,0.1518462675747743,1,,,,,,,,,SYNTHETIC_GP3,0.8514050687590546,0.1518462675747743,0.85,0.15,normalised
0.4,,,0.854567346512685,0.1546366798507465,1,,,,,,,,,SYNTHETIC_GP3,0.854567346512685,0.1546366798507465,0.85,0.15,normalised
0.4166666666666667,,,0.8592984412196617,0.1513208087909497,1,,,,,,,,,SYNTHETIC_GP3,0.8592984412196617,0.1513208087909497,0.85,0.15,normalised
0.4333333333333333,,,0.8491472453125268,0.1481852920349259,1,,,,,,,,,SYNTHETIC_GP3,0.8491472453125268,0.1481852920349259,0.85,0.15,normalised
0.45,,,0.8573928272537363,0.1560720991543347,1,,,,,,,,,SYNTHETIC_GP3,0.8573928272537363,0.1560720991543347,0.85,0.15,normalised
0.4666666666666667,,,0.8470799488986406,0.1469234578288897,1,,,,,,,,,SYNTHETIC_GP3,0.8470799488986406,0.1469234578288897,0.85,0.15,normalised
0.4833333333333333,,,0.8526999104909615,0.1484497788571393,1,,,,,,,,,SYNTHETIC_GP3,0.8526999104909615,0.1484497788571393,0.85,0.15,normalised
0.5,,,0.8473218819219505,0.1471722876221433,1,,,,,,,,,SYNTHETIC_GP3,0.8473218819219505,0.1471722876221433,0.85,0.15,normalised
0.5166666666666666,,,0.8574058327380167,0.1442026060532327,1,,,,,,,,,SYNTHETIC_GP3,0.8574058327380167,0.1442026060532327,0.85,0.15,normalised
