Time_s,FPOGX,FPOGY,FPOGV,CX,CY
0.0,,,0,0.85,0.15
0.016666666666666666,0.8608610683673958,0.1504227159912805,1,0.85,0.15
0.03333333333333333,0.8475741864697509,0.13721352124403302,1,0.85,0.15
0.05,0.8460928362473742,0.14613143053883432,1,0.85,0.15
0.06666666666666667,0.8502770307351754,0.14779993805648406,1,0.85,0.15
0.08333333333333333,0.8571521723040811,0.1529624443560108,1,0.85,0.15
0.1,0.852142164294112,0.15449621951827078,1,0.85,0.15
0.11666666666666667,0.8616071247377276,0.14864223431773413,1,0.85,0.15
0.13333333333333333,0.8558404933046574,0.14717045397692935,1,0.85,0.15
0.15,0.8581535811397316,0.14431873828575004,1,0.85,0.15
0.16666666666666666,0.8557514214194657,0.14868441402631344,1,0.85,0.15
0.18333333333333332,0.8570624230944126,0.14867932649275592,1,0.85,0.15
0.2,0.8568119561306529,0.1455299779689836,1,0.85,0.15
0.21666666666666667,0.8411924630611695,0.14546859918514732,1,0.85,0.15
0.23333333333333334,0.8557777929139773,0.14681936710152158,1,0.85,0.15
0.25,0.8596605662234859,0.14374126280948088,1,0.85,0.15
0.26666666666666666,0.853896312138679,0.15021485977311774,1,0.85,0.15
0.2833333333333333,0.8574429413137186,0.13754161300316953,1,0.85,0.15
0.3,0.8502593792207042,0.14916672500653264,1,0.85,0.15
0.31666666666666665,0.8514266156972053,0.14612295004527837,1,0.85,0.15
0.3333333333333333,0.8612421365768353,0.14850889661837158,1,0.85,0.15
0.35,0.8443318153176071,0.14746663908067228,1,0.85,0.15
0.36666666666666664,0.8548046874975553,0.14681008956466618,1,0.85,0.15
0.3833333333333333,0.8495781560085776,0.16050241585274208,1,0.85,0.15
0.4,0.8552839275158699,0.1507009147579628,1,0.85,0.15
0.4166666666666667,0.8497872919999714,0.1422277601396987,1,0.85,0.15
0.43333333333333335,0.8614465412584694,0.14443415867618625,1,0.85,0.15
0.45,0.8656916168682722,0.1463005370828605,1,0.85,0.15
0.4666666666666667,0.856203581296013,0.15122385175546554,1,0.85,0.15
0.48333333333333334,0.8646892226849541,0.14641369280869623,1,0.85,0.15
0.5,0.8446324670470065,0.14882303984318584,1,0.85,0.15
0.5166666666666666,0.8568173700264832,0.15178436022356864,1,0.85,0.15
0.5333333333333333,0.847879747054401,0.147088307349301,1,0.85,0.15
0.55,0.8536638574510036,0.14547495249680772,1,0.85,0.15
0.5666666666666667,0.8534967996070485,0.14755992894203562,1,0.85,0.15
0.5833333333333334,0.8654785793567428,0.15764549605913583,1,0.85,0.15
0.6,0.8550310416311585,0.14159578247240084,1,0.85,0.15
0.6166666666666667,0.8549248308665618,0.15222978134747742,1,0.85,0.15
0.6333333333333333,0.8527802697244081,0.14083503927912575,1,0.85,0.15
0.65,0.8656384627732434,0.14979170530223268,1,0.85,0.15
0.6666666666666666,0.8528799757137968,0.14505742215107773,1,0.85,0.15
0.6833333333333333,0.8568501179878939,0.14372442198437185,1,0.85,0.15
0.7,0.859492756518948,0.15484778199758617,1,0.85,0.15
0.7166666666666667,0.8567949032768031,0.14848491177836143,1,0.85,0.15
0.7333333333333333,0.8641036273505557,0.14319797038242468,1,0.85,0.15
0.75,0.8509393424086947,0.14852019408138806,1,0.85,0.15
0.7666666666666666,0.8444950244358667,0.13210003487999447,1,0.85,0.15
0.7833333333333333,0.848109941013526,0.14969560600972448,1,0.85,0.15
0.8,0.8551000896944501,0.14814215475495401,1,0.85,0.15
0.8166666666666667,0.8526890693003852,0.1411616359431644,1,0.85,0.15
0.8333333333333334,0.8611885722468853,0.15020054130337518,1,0.85,0.15
0.85,0.860889375072573,0.14465819905003718,1,0.85,0.15
0.8666666666666667,0.8598131491949418,0.1416206240531274,1,0.85,0.15
0.8833333333333333,0.8556536238022269,0.14989486983833308,1,0.85,0.15
0.9,0.8646574239954101,0.1389365931062879,1,0.85,0.15
0.9166666666666666,0.8500628212834839,0.1457140285251371,1,0.85,0.15
0.9333333333333333,0.857468911939889,0.15385574249679923,1,0.85,0.15
0.95,0.852110428378293,0.14244635694549954,1,0.85,0.15
0.9666666666666667,0.8595851948212747,0.14920831769582335,1,0.85,0.15
0.9833333333333333,0.8529072796093635,0.1508575430232655,1,0.85,0.15
1.0,0.8484535374657344,0.1635203395990523,1,0.85,0.15
1.0166666666666666,0.8522047281919045,0.15256476815340286,1,0.85,0.15
1.0333333333333332,0.852392059730051,0.14664995671691758,1,0.85,0.15
1.05,0.8512567422952584,0.14326327098506997,1,0.85,0.15
1.0666666666666667,0.8550111826972759,0.1464001857666509,1,0.85,0.15
1.0833333333333333,0.8565713103887982,0.14862860357565374,1,0.85,0.15
1.1,0.8603509922719501,0.15092036856018276,1,0.85,0.15
1.1166666666666667,0.8483456110195287,0.14708618455273467,1,0.85,0.15
1.1333333333333333,0.8540954239592338,0.14643960088957222,1,0.85,0.15
1.15,0.8626467554435256,0.15481676494562313,1,0.85,0.15
1.1666666666666667,0.8526772575904902,0.14802738052662665,1,0.85,0.15
1.1833333333333333,0.8592690670835398,0.15056294734345577,1,0.85,0.15
1.2,0.8579040118050343,0.14916842740416067,1,0.85,0.15
1.2166666666666666,0.8508950664001783,0.14679888902302332,1,0.85,0.15
1.2333333333333334,0.8551227309286884,0.15224817577849298,1,0.85,0.15
1.25,0.8558520143034645,0.15217136758903407,1,0.85,0.15
1.2666666666666666,0.8607809350581549,0.1513617604659541,1,0.85,0.15
1.2833333333333332,0.8525245364624813,0.14948709391429746,1,0.85,0.15
1.3,0.8601643529725207,0.14140682662299267,1,0.85,0.15
1.3166666666666667,0.8528664662280099,0.14128502268689622,1,0.85,0.15
1.3333333333333333,0.8630235381578815,0.14997506776107417,1,0.85,0.15
1.35,0.8526051956040375,0.1529216287387947,1,0.85,0.15
1.3666666666666667,0.8531233615771104,0.13529983964537245,1,0.85,0.15
1.3833333333333333,0.8483721679315152,0.1493909008903801,1,0.85,0.15
1.4,0.855619619898326,0.1505947059430214,1,0.85,0.15
1.4166666666666667,0.8556040266869207,0.14727695639733301,1,0.85,0.15
1.4333333333333333,0.8574153845150062,0.15135614205996856,1,0.85,0.15
1.45,0.8520595512488853,0.14548494020080657,1,0.85,0.15
1.4666666666666666,0.8576101328385723,0.15425537264179623,1,0.85,0.15
1.4833333333333334,0.8479428062330203,0.14362306461679217,1,0.85,0.15
1.5,0.8628913403777521,0.14304991987642357,1,0.85,0.15
1.5166666666666666,0.8576251847825304,0.14695161991730443,1,0.85,0.15
1.5333333333333332,0.8526446519772461,0.14621964395762863,1,0.85,0.15
1.55,0.8537072481490093,0.15347206453169426,1,0.85,0.15
1.5666666666666667,0.8487497701852091,0.14473126889696947,1,0.85,0.15
1.5833333333333333,0.8476845537245544,0.14486663357666574,1,0.85,0.15
1.6,0.8559040067473372,0.14157506030588352,1,0.85,0.15
1.6166666666666667,0.858983651292005,0.14932176995907928,1,0.85,0.15
1.6333333333333333,0.8456924310751313,0.15457071804644762,1,0.85,0.15
1.65,0.8630063781273516,0.1460635305015837,1,0.85,0.15
1.6666666666666667,0.8487939767712253,0.1445055415706909,1,0.85,0.15
1.6833333333333333,,,0,0.85,0.15
1.7,0.856703501147432,0.15073474713606447,1,0.85,0.15
1.7166666666666666,0.8488664901460891,0.14415632668829745,1,0.85,0.15
1.7333333333333334,0.8489534116931661,0.14760128845032225,1,0.85,0.15
1.75,0.855249578975576,0.1465543596796968,1,0.85,0.15
1.7666666666666666,0.8509730111427083,0.14480689650522285,1,0.85,0.15
1.7833333333333332,0.8516062749645257,0.1431516921845358,1,0.85,0.15
1.8,0.8539449038270921,0.14431396436042,1,0.85,0.15
1.8166666666666667,0.857484317846353,0.1494761050114088,1,0.85,0.15
1.8333333333333333,0.8485455670288141,0.14470726613465676,1,0.85,0.15
1.8499999999999999,0.8588689797734705,0.14664441254527197,1,0.85,0.15
1.8666666666666667,0.8534249405489519,0.14690502043008946,1,0.85,0.15
1.8833333333333333,0.8443383310639425,0.14677988828895006,1,0.85,0.15
1.9,0.8523627592470647,0.1477565065609885,1,0.85,0.15
1.9166666666666667,0.8559119104216429,0.13799383878785254,1,0.85,0.15
1.9333333333333333,0.8531259091719009,0.14683822658614046,1,0.85,0.15
1.95,0.8553297720546635,0.1460826193808083,1,0.85,0.15
1.9666666666666666,0.8542232328911906,0.14446355223618318,1,0.85,0.15
1.9833333333333334,0.8539950486001121,0.14893561828832433,1,0.85,0.15
2.0,0.8516708751029549,0.15843382430045808,1,0.85,0.15
2.0166666666666666,0.8552165710135221,0.14448876241657427,1,0.85,0.15
2.033333333333333,0.8546700272104383,0.14873014159562978,1,0.85,0.15
2.05,0.8549978840767433,0.14115906937152184,1,0.85,0.15
2.0666666666666664,0.8574780161082348,0.1514050604313001,1,0.85,0.15
2.0833333333333335,0.8534069299558471,0.14850786030829355,1,0.85,0.15
2.1,0.857362420166805,0.15051922844128404,1,0.85,0.15
2.1166666666666667,0.8514552575997772,0.13749787663414814,1,0.85,0.15
2.1333333333333333,0.8545899515315174,0.14360370712750611,1,0.85,0.15
2.15,0.8684906231676632,0.14393831999002007,1,0.85,0.15
2.1666666666666665,0.8559191034619784,0.14211308761323527,1,0.85,0.15
2.183333333333333,0.8513263675428506,0.1454692170396474,1,0.85,0.15
2.2,0.8581388318692291,0.15282361561198132,1,0.85,0.15
2.216666666666667,0.854000044380631,0.14450708086353292,1,0.85,0.15
2.2333333333333334,0.8523195770865759,0.14172000147773114,1,0.85,0.15
2.25,0.8556222300608476,0.14199693264171168,1,0.85,0.15
2.2666666666666666,0.8580430722342992,0.1480510429534794,1,0.85,0.15
2.283333333333333,0.858968396387628,0.1499127154974112,1,0.85,0.15
2.3,0.8482440247661409,0.1490259852095897,1,0.85,0.15
2.3166666666666664,0.8496711076519992,0.1428074914026279,1,0.85,0.15
2.3333333333333335,0.8573241963551715,0.15508640105388938,1,0.85,0.15
2.35,0.5052648176753414,0.49133273817897616,1,0.5,0.5
2.3666666666666667,0.5010000773054859,0.4982694805003584,1,0.5,0.5
2.3833333333333333,0.5157979777298732,0.49563905143631004,1,0.5,0.5
2.4,0.5020271765512222,0.49279480068048487,1,0.5,0.5
2.4166666666666665,0.5080654161967084,0.49326306192093705,1,0.5,0.5
2.433333333333333,0.5068099339023162,0.5018726765450576,1,0.5,0.5
2.45,0.5063965732715616,0.48498616625998675,1,0.5,0.5
2.466666666666667,0.5063915238227287,0.495820501475576,1,0.5,0.5
2.4833333333333334,0.4945747813238249,0.4896616162090289,1,0.5,0.5
2.5,0.5014611454511437,0.49621488769140254,1,0.5,0.5
2.5166666666666666,0.5011011267832465,0.49450741312349283,1,0.5,0.5
2.533333333333333,0.49297361357229486,0.5034443640367477,1,0.5,0.5
2.55,0.5118316401954225,0.49523602680223633,1,0.5,0.5
2.5666666666666664,0.5060517556294861,0.49700485249754905,1,0.5,0.5
2.5833333333333335,0.5049249876838886,0.4931375906731287,1,0.5,0.5
2.6,0.503244620134178,0.49957836413338635,1,0.5,0.5
2.6166666666666667,0.5046259374541463,0.49999845360532996,1,0.5,0.5
2.6333333333333333,0.49693563347549324,0.49470680555910634,1,0.5,0.5
2.65,0.5083212361852648,0.5015175882902987,1,0.5,0.5
2.6666666666666665,0.503309196808257,0.49122624411674165,1,0.5,0.5
2.683333333333333,0.49637617993239463,0.4912340893023301,1,0.5,0.5
2.7,0.5030570656419062,0.4993531363543796,1,0.5,0.5
2.716666666666667,0.5052039248053611,0.489891593239653,1,0.5,0.5
2.7333333333333334,0.5038038475061445,0.500306938155014,1,0.5,0.5
2.75,0.5063224252022838,0.5000863139767874,1,0.5,0.5
2.7666666666666666,0.5062849100900326,0.5014779866689857,1,0.5,0.5
2.783333333333333,0.5079052670402546,0.5011136339405033,1,0.5,0.5
2.8,0.5049041459223658,0.5001606656882892,1,0.5,0.5
2.8166666666666664,0.49724045379650755,0.5014348581460181,1,0.5,0.5
2.8333333333333335,0.5049084938211378,0.504662753439202,1,0.5,0.5
2.85,0.5097148868007522,0.5041912905095468,1,0.5,0.5
2.8666666666666667,0.5114755977782441,0.4977875245248875,1,0.5,0.5
2.8833333333333333,0.5065222935567304,0.49682920083070387,1,0.5,0.5
2.9,0.4984967472160644,0.49804668935790913,1,0.5,0.5
2.9166666666666665,0.49866470841841115,0.4978254226500206,1,0.5,0.5
2.933333333333333,0.4984565095411416,0.5009423138325783,1,0.5,0.5
2.95,0.5065967261115271,0.5081983453904095,1,0.5,0.5
2.966666666666667,0.49869542732994043,0.4949407436173551,1,0.5,0.5
2.9833333333333334,0.5025501510113785,0.4987106589781741,1,0.5,0.5
3.0,0.6602377693978585,0.6653901204502628,1,0.66,0.66
3.0166666666666666,0.6667151113030448,0.6644064916017585,1,0.66,0.66
3.033333333333333,0.6616076713518464,0.6582712523221427,1,0.66,0.66
3.05,0.663650947659894,0.6586613759952553,1,0.66,0.66
